"anime_id","name","type","episodes","rating","members"
893,"Dragon Ball Movie 4: Saikyou e no Michi","Movie",1,7.33,26104
1299,"Flag","ONA",13,7.33,10531
29325,"Ghost in the Shell: Arise - Alternative Architecture","TV",10,7.33,21805
24231,"Hitsugi no Chaika: Avenging Battle","TV",10,7.33,91049
15785,"Inazuma Eleven Go vs. Danball Senki W Movie","Movie",1,7.34,3239
469,"Karin","TV",24,7.33,106142
3222,"Kiddy Grade: Maelstrom","Movie",1,7.33,3189
11313,"Kimi no Iru Machi: Tasogare Kousaten","OVA",2,7.33,25799
5042,"Kiss x Sis","OVA",12,7.33,125614
837,"Kyou no 5 no 2","OVA",4,7.33,22431
1422,"Lupin III: $1 Money Wars","Special",1,7.33,2950
5084,"Mai Mai Shinko to Sennen no Mahou","Movie",1,7.33,6491
7261,"Mameshiba","Special",24,7.33,3085
5351,"Mobile Suit Gundam 00: Tenshitachi no Kiseki","Special",1,7.33,4680
2948,"Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu","Movie",1,7.33,2108
4879,"Mouryou no Hako","TV",13,7.33,36075
1168,"Musekinin Kanchou Tylor OVA","OVA",10,7.33,5006
20877,"Music S.T.A.R.T!!","Music",1,7.33,5729
460,"One Piece Movie 2: Nejimaki-jima no Daibouken","Movie",1,7.33,37792
11019,"Pokemon 3D Adventure: Mew wo Sagase!","Movie",1,7.33,5765
1846,"Princess Nine: Kisaragi Joshikou Yakyuubu","TV",26,7.33,5758
22865,"Rokujouma no Shinryakusha!? (TV)","TV",12,7.33,76880
21561,"Ryuugajou Nanana no Maizoukin (TV)","TV",11,7.33,101326
5014,"Sango Shou Densetsu: Aoi Umi no Elfie","Movie",1,7.33,524
3067,"Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi","Movie",1,7.33,1678
3956,"Shakugan no Shana II (Second) Specials","Special",3,7.33,34305
100,"Shin Shirayuki-hime Densetsu Prétear","TV",13,7.33,37394
5504,"Shinkyoku Soukai Polyphonica Crimson S","TV",12,7.33,16720
12191,"Smile Precure!","TV",48,7.33,10568
1652,"Uchuu Senkan Yamato III","TV",25,7.33,2568
180,"Vandread","TV",13,7.33,53360
3269,".hack//G.U. Trilogy","Movie",1,7.32,22537
11375,".hack//The Movie: Sekai no Mukou ni","Movie",1,7.32,11617
13939,"Accel World EX","OVA",2,7.32,61198
10447,"Aquarion Evol","TV",26,7.32,62753
2920,"Ashita no Joe (Movie)","Movie",1,7.32,1540
15711,"Bakuman.: Deraman.","Special",2,7.32,7962
15687,"Chuunibyou demo Koi ga Shitai! Lite","ONA",6,7.32,60139
1683,"Di Gi Charat Nyo","TV",104,7.32,3782
11783,"Dog Days&#039;","TV",13,7.32,55277
2671,"Doraemon Movie 03: Nobita no Daimakyou","Movie",1,7.32,1156
2030,"El Cazador de la Bruja","TV",26,7.32,31874
2624,"Flanders no Inu, Boku no Patrasche","TV",26,7.32,811
1886,"Fushigiboshi no☆Futagohime Gyu!","TV",52,7.32,2387
31737,"Gakusen Toshi Asterisk 2nd Season","TV",12,7.32,101287
32071,"Gantz:O","Movie",1,7.34,8569
3734,"Glass no Kamen: Sen no Kamen wo Motsu Shoujo","OVA",3,7.32,1248
2899,"Higurashi no Naku Koro ni Special: Nekogoroshi-hen","Special",1,7.32,46415
10507,"Inazuma Eleven Go","TV",47,7.32,18480
16774,"Inferno Cop","ONA",13,7.32,37500
28387,"Joukamachi no Dandelion","TV",12,7.32,64307
21563,"Kamigami no Asobi","TV",12,7.32,61410
52,"Kidou Tenshi Angelic Layer","TV",26,7.32,39758
4195,"Kodomo no Jikan: Ni Gakki","OVA",3,7.32,20256
6163,"Kuroshitsuji Recap","Special",1,7.32,20616
6016,"Kyoushoku Soukou Guyver (1989)","OVA",6,7.32,6090
3247,"Love Hina Final Selection","OVA",1,7.32,21824
1416,"Lupin III: Dead or Alive","Movie",1,7.32,4296
12637,"Mo Gyutto Love de Sekkinchuu!","Music",1,7.32,6713
13093,"Nazo no Kanojo X: Nazo no Natsu Matsuri","OVA",1,7.32,17967
351,"Ojamajo Doremi Sharp","TV",49,7.32,7878
12001,"One Piece 3D: Gekisou! Trap Coaster","Movie",1,7.32,10373
14749,"Ore no Kanojo to Osananajimi ga Shuraba Sugiru","TV",13,7.32,156116
9981,"Phi Brain: Kami no Puzzle","TV",25,7.32,64958
1120,"Pokemon: Mizu no Miyako no Mamorigami Latias to Latios","Movie",1,7.32,42389
1191,"Saber Marionette J Again","OVA",6,7.32,7289
1124,"Seikai no Danshou: Tanjou","Special",1,7.32,5324
6581,"Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!","Special",1,7.32,9553
866,"Slayers Premium","Movie",1,7.32,13008
2583,"Soukou Kihei Votoms: The Last Red Shoulder","OVA",1,7.32,1895
32034,"Soukyuu no Fafner: Dead Aggressor - Exodus Special","Special",1,7.33,472
10232,"Tamayura: Hitotose","TV",12,7.32,25760
14835,"The iDOLM@STER Shiny Festa","OVA",3,7.32,9893
30740,"Young Black Jack","TV",12,7.32,42139
18441,"Blood Lad: Wagahai wa Neko de wa Nai","OVA",1,7.31,48728
33929,"Boku no Hero Academia: Jump Festa 2016 Special","Special",1,7.32,17401
2513,"Detective Conan OVA 03: Conan and Heiji and the Vanished Boy","OVA",1,7.31,8252
27825,"Dragon Nest: Warriors&#039; Dawn","Movie",1,7.31,1928
3218,"Gensoumaden Saiyuuki OVA","OVA",2,7.31,3223
1335,"Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi","Special",26,7.31,18178
915,"Ginga Densetsu Weed","TV",26,7.31,7484
2987,"Ginga Hyouryuu Vifam","TV",46,7.31,1329
15617,"Jinrui wa Suitai Shimashita Specials","Special",6,7.31,11459
3010,"Kaiketsu Zorro","TV",52,7.31,5243
16668,"Kakumeiki Valvrave","TV",12,7.31,96718
274,"Kiddy Grade","TV",24,7.31,30766
192,"Love Hina Haru Special: Kimi Sakura Chiru Nakare!!","Special",1,7.31,40858
32543,"Lu Shidai 2nd Season","ONA",13,7.31,740
1429,"Lupin III: Nusumareta Lupin","Special",1,7.31,2694
2818,"Madou King Granzort","TV",41,7.31,835
333,"Mama wa Shougaku 4 Nensei","TV",51,7.31,1711
6262,"Manga Sekai Mukashibanashi","TV",127,7.31,591
3437,"Mister Ajikko","TV",99,7.31,1828
6999,"Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus","Special",2,7.31,4495
1835,"Ryuusei no Rockman","TV",55,7.31,6670
529,"Saishuu Heiki Kanojo","TV",13,7.31,58051
3186,"Sekai Meisaku Douwa: Hakuchou no Mizuumi","Movie",1,7.31,1705
79,"Shuffle!","TV",24,7.31,158772
3594,"Tears to Tiara","TV",26,7.31,50455
1860,"Tokyo Majin Gakuen Kenpucho: Tou","TV",14,7.31,43632
201,"Video Girl Ai","OVA",6,7.31,13970
3322,"Wagaya no Oinari-sama.","TV",24,7.31,23132
3043,"Andersen Douwa: Ningyohime","Movie",1,7.3,2535
2333,"Anime Sanjuushi","TV",52,7.3,2102
6901,"Battle Spirits: Shounen Gekiha Dan","TV",50,7.3,1135
12651,"Danball Senki W","TV",58,7.3,2088
2748,"Dash! Kappei","TV",65,7.3,2578
6198,"Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki&#039;s Case Files","OVA",1,7.3,6931
12623,"Egomama","Music",1,7.29,1471
3231,"Gunslinger Girl: Il Teatrino","TV",13,7.3,38498
3298,"Hatenkou Yuugi","TV",10,7.3,25885
1774,"HeatGuy J Special","Special",1,7.3,1675
31500,"High School Fleet","TV",12,7.3,38646
1358,"Hokuto no Ken Movie","Movie",1,7.3,9328
2745,"Jigoku Sensei Nube OVA","OVA",3,7.3,1426
20505,"Kimi to Boku","ONA",1,7.3,1276
12175,"Koi to Senkyo to Chocolate","TV",12,7.3,91552
4903,"Kyou no 5 no 2 (TV)","TV",13,7.3,22991
277,"Mahoromatic 2","TV",14,7.3,21393
1017,"Majutsushi Orphen","TV",24,7.3,20105
10397,"Mashiro-iro Symphony: The Color of Lovers","TV",12,7.3,77284
16442,"Precure All Stars Movie New Stage 2: Kokoro no Tomodachi","Movie",1,7.3,1963
1847,"Rec: Yurusarezarumono","Special",1,7.3,16654
16051,"Ro-Kyu-Bu! SS","TV",12,7.3,21125
34085,"Sakura Nagashi","Music",1,7.29,2945
31280,"Selector Destructed WIXOSS Movie","Movie",1,7.3,9447
3000,"Taiho Shichau zo: Full Throttle","TV",23,7.3,5134
11341,"Tantei Opera Milky Holmes Dai 2 Maku","TV",12,7.3,11941
6169,"Tenjou-jin to Akuto-jin Saigo no Tatakai","Movie",1,7.3,5223
178,"Ultra Maniac","TV",26,7.3,20062
1920,"Urusei Yatsura Movie 1: Only You","Movie",1,7.3,3818
1932,"Yes! Precure 5","TV",49,7.3,6390
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.","Special",1,7.29,19772
30205,"Aoharu x Kikanjuu","TV",12,7.29,97674
6164,"Aoi Hana","TV",11,7.29,43279
1736,"B&#039;T X Neo","OVA",14,7.29,2864
2589,"Black Cat Special","Special",1,7.29,15333
4071,"Black Jack (TV): Hizouban Specials","Special",2,7.29,1707
12079,"Black★Rock Shooter","Music",1,7.29,40641
526,"Boku no Chikyuu wo Mamotte","OVA",6,7.29,7254
21437,"Buddy Complex","TV",13,7.29,44006
6460,"Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki","Movie",1,7.29,1640
5216,"D.C.if: Da Capo if","OVA",2,7.29,11482
7081,"Danball Senki","TV",44,7.29,3682
2123,"Digimon X-Evolution","Movie",1,7.29,12449
2668,"Doraemon Movie 20: Nobita no Uchuu Hyouryuuki","Movie",1,7.29,1124
1931,"Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi","Movie",1,7.29,2861
652,"Galaxy Angel Z","TV",9,7.29,6616
395,"Gantz 2nd Stage","TV",13,7.29,87240
1490,"Ginga Tetsudou Monogatari","TV",26,7.29,5947
8120,"Gotou ni Naritai.","Movie",1,7.29,1201
5041,"Guin Saga","TV",26,7.29,26176
1371,"Hi no Tori","TV",13,7.29,4247
1116,"Junkers Come Here","Movie",1,7.29,2858
26441,"Junketsu no Maria","TV",12,7.29,75460
6954,"Kara no Kyoukai: Shuushou","Special",1,7.29,45718
1556,"Kikoushi Enma","OVA",4,7.29,11902
2901,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie","Movie",1,7.29,786
5079,"Kurokami The Animation","TV",23,7.29,72750
10456,"Kyoukaisenjou no Horizon","TV",13,7.29,90977
1413,"Lupin III: Alcatraz Connection","Special",1,7.29,3242
276,"Mahoromatic: Automatic Maiden","TV",12,7.29,36656
352,"Motto! Ojamajo Doremi","TV",50,7.29,8760
6023,"Nogizaka Haruka no Himitsu: Purezza","TV",12,7.29,45161
2947,"Ojamajo Doremi Sharp Movie","Movie",1,7.29,2037
2108,"Rockman.EXE Axess","TV",51,7.29,9025
1362,"Street Fighter II: The Movie","Movie",1,7.29,15421
1731,"Tales of Symphonia The Animation: Sylvarant-hen","OVA",4,7.29,35730
3593,"Utawarerumono OVA","OVA",3,7.29,13738
16742,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!","TV",12,7.29,257925
3692,"Yes! Precure 5 GoGo!","TV",48,7.29,3619
550,"Yu☆Gi☆Oh!","TV",27,7.29,89243
8894,"Yume-iro Pâtissière: Mune Kyun Tropical Island!","Special",1,7.29,5984
19759,"Ansatsu Kyoushitsu","Special",1,7.28,35230
1498,"Black Blood Brothers","TV",12,7.28,68626
30711,"Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e","Movie",1,7.28,23592
974,"Dead Leaves","Movie",1,7.28,40717
24031,"Denki-gai no Honya-san","TV",12,7.28,61228
2222,"Dr. Slump: Arale-chan","TV",243,7.28,5330
14829,"Fate/kaleid liner Prisma☆Illya","TV",10,7.28,100392
19159,"Genshiken Nidaime OVA","OVA",1,7.28,8892
1140,"Giniro no Kami no Agito","Movie",1,7.28,45084
6463,"Hoshi wo Katta Hi","Movie",1,7.28,2814
20457,"Inari, Konkon, Koi Iroha.","TV",10,7.28,65402
34178,"Inazuma Eleven: Outer Code","ONA",NA,7.28,1072
2542,"Lady Georgie","TV",45,7.28,4157
189,"Love Hina","TV",24,7.28,156627
1414,"Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori","Special",1,7.28,3183
24455,"Madan no Ou to Vanadis","TV",13,7.28,114612
2834,"Miracle☆Girls","TV",51,7.28,2033
4134,"Naruto Shippuuden: Shippuu! &quot;Konoha Gakuen&quot; Den","Special",1,7.28,34056
3111,"Nasu: Suitcase no Wataridori","OVA",1,7.28,1843
14293,"Nerawareta Gakuen","Movie",1,7.28,44787
613,"Onmyou Taisenki","TV",52,7.28,3945
12673,"Papa no Iukoto wo Kikinasai!: Pokkapoka","Special",1,7.28,22414
8133,"Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!","Movie",1,7.28,3046
28215,"Saint Seiya: Soul of Gold","ONA",13,7.28,11992
23987,"Sarusuberi: Miss Hokusai","Movie",1,7.28,7034
1108,"Senkaiden Houshin Engi","TV",26,7.28,10449
1080,"Sentou Yousei Yukikaze","OVA",5,7.28,9957
1531,"Shakugan no Shana SP: Koi to Onsen no Kougai Gakushuu!","OVA",1,7.28,26234
4382,"Suzumiya Haruhi no Yuuutsu (2009)","TV",14,7.28,243448
2747,"Tetsuwan Atom","TV",193,7.28,5332
12695,"Tight-rope","OVA",2,7.28,18866
5397,"Usavich III","TV",13,7.28,3038
6951,"Yu☆Gi☆Oh!: Chou Yuugou! Toki wo Koeta Kizuna","Special",1,7.28,18651
5196,"Aria The Origination Picture Drama","Special",7,7.27,7014
369,"Boogiepop wa Warawanai: Boogiepop Phantom","TV",12,7.27,47280
2036,"Cosmic Baton Girl Comet-san","TV",43,7.27,1763
1352,"Cyber City Oedo 808","OVA",3,7.27,8970
34349,"Diamond no Ace: Second Season OVA","OVA",2,7.25,1885
2657,"Doraemon Movie 08: Nobita to Ryuu no Kishi","Movie",1,7.27,1342
31201,"Doraemon Movie 36: Shin Nobita no Nippon Tanjou","Movie",1,7.27,408
10842,"Fullmetal Alchemist: The Sacred Star of Milos Specials","ONA",4,7.27,11981
1845,"Gaiking: Legend of Daiku-Maryu","TV",39,7.27,2640
384,"Gantz","TV",13,7.27,165335
2400,"Ghost Sweeper GS Mikami","TV",45,7.27,5118
2416,"Grander Musashi RV","TV",39,7.27,987
650,"Gunsmith Cats","OVA",3,7.27,15176
18713,"Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata","OVA",1,7.27,14622
990,"Kamisama Kazoku","TV",13,7.27,32828
144,"Kanon","TV",13,7.27,41960
1145,"Kaze no Youjinbou","TV",25,7.27,5646
1086,"Kenran Butou Sai: The Mars Daybreak","TV",26,7.27,13265
3670,"Kikou Souseiki Mospeada","TV",25,7.27,4420
10152,"Kimi ni Todoke 2nd Season: Kataomoi","Special",1,7.27,35243
4198,"Koutetsu Jeeg","TV",46,7.27,1093
17819,"Kyoto Animation: Suiei-hen","Special",1,7.27,8347
279,"Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari","TV",13,7.27,20859
5019,"Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan","Special",1,7.27,2338
1968,"Mobile Suit Zeta Gundam: A New Translation II - Lovers","Movie",1,7.27,5772
1941,"Moonlight Mile 1st Season: Lift Off","TV",12,7.27,6037
10686,"Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!","Movie",1,7.27,30378
31645,"Persona 5 the Animation: The Day Breakers","Special",1,7.27,12779
27539,"Pikmin Short Movies","Movie",3,7.27,406
2283,"Red Baron","TV",49,7.27,1188
1236,"SF Saiyuuki Starzinger","TV",73,7.27,1199
5702,"Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai","TV",9,7.27,24799
4162,"Taiho Shichau zo: Nagisa no Koutsuu Yuudou","Special",1,7.27,2444
1144,"Tenchi Muyou! in Love 2: Haruka Naru Omoi","Movie",1,7.27,10233
4705,"Tengen Toppa Gurren Lagann: Parallel Works","Music",8,7.27,22213
22689,"Terra Formars: Bugs 2-hen","OVA",2,7.27,21616
16866,"Tonari no Kaibutsu-kun: Tonari no Gokudou-kun","OVA",1,7.27,46837
17699,"Toriko Movie: Bishokushin no Special Menu","Movie",1,7.27,3077
6567,"Urusei Yatsura: The Shougaibutsu Suieitaikai","Special",1,7.27,1848
3738,"Usavich II","TV",13,7.27,3382
30845,"Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!","Movie",1,7.26,1028
2225,"Alps no Shoujo Heidi","TV",52,7.26,12014
10647,"Ao no Exorcist: Ura Ex","Special",10,7.26,43615
2825,"Arabian Nights: Sindbad no Bouken (TV)","TV",52,7.26,2631
31298,"Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi","Special",6,7.27,3817
9645,"Be-Bop Highschool","OVA",7,7.26,1180
31417,"Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!","TV",12,7.26,13346
8359,"Crayon Shin-chan Movie 04: Henderland no Daibouken","Movie",1,7.26,1479
4586,"Daisuki! BuBu ChaCha","TV",26,7.26,800
2659,"Doraemon Movie 14: Nobita to Buriki no Labyrinth","Movie",1,7.26,1181
4798,"Druaga no Tou: The Aegis of Uruk - Jil no Bouken","Special",1,7.26,10516
6361,"ef: A Tale of Memories. - Prologue","Special",1,7.26,21002
13183,"Fate/Zero Remix","Special",2,7.26,10824
380,"Fushigi Yuugi OVA","OVA",3,7.26,14863
27567,"Fushigi Yuugi Special: Nakago Shikkari Shinasai!","Special",2,7.25,943
243,"Gravitation","TV",13,7.26,67916
1016,"Gunnm","OVA",2,7.26,22648
3299,"H2O: Footprints in the Sand","TV",12,7.26,64975
9958,"Hayate no Gotoku! Heaven Is a Place on Earth","Movie",1,7.26,22973
23153,"Hayate no Gotoku! OVA","OVA",3,7.26,6001
3946,"Jarinko Chie","Movie",1,7.26,1406
2602,"Kenkou Zenrakei Suieibu Umishou","TV",13,7.26,25814
5717,"Kiniro no Corda: Secondo Passo","Special",2,7.26,24379
31610,"Kyoukai no Rinne (TV) 2nd Season","TV",25,7.26,15519
631,"Mahoromatic Summer Special","Special",1,7.26,7945
629,"Mahoutsukai Tai! OVA","OVA",6,7.26,4460
14817,"Mouretsu Pirates: Abyss of Hyperspace","Movie",1,7.26,7787
12979,"Naruto SD: Rock Lee no Seishun Full-Power Ninden","TV",51,7.26,29989
19511,"Naruto Shippuuden: Sunny Side Battle","Special",1,7.26,13014
4191,"Popolocrois Monogatari","TV",25,7.26,1260
15649,"Puchimas!: Petit iDOLM@STER","ONA",64,7.26,9208
2110,"Rockman.EXE Beast","TV",25,7.26,4006
3624,"Seimei no Kagaku: Micro Patrol","TV",26,7.26,801
22859,"Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite","Special",1,7.26,13238
33004,"Tanaka-kun wa Kyou mo Kedaruge","Special",35,7.26,10434
3044,"Tetsuwan Atom (1980)","TV",52,7.26,5743
2816,"Toushou Daimos","TV",44,7.26,3100
732,"Vampire Hunter D","Movie",1,7.26,42377
394,"Ai Yori Aoshi: Enishi","TV",12,7.25,37944
14027,"Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai","OVA",1,7.25,59965
9539,"Cardfight!! Vanguard","TV",65,7.25,24821
5163,"Code Geass: Hangyaku no Lelouch R2 Picture Drama","Special",9,7.25,22926
1132,"Digimon Frontier","TV",50,7.25,74929
2662,"Doraemon Movie 02: Nobita no Uchuu Kaitakushi","Movie",1,7.25,1075
2664,"Doraemon Movie 19: Nobita no Nankai Daibouken","Movie",1,7.25,1327
5760,"Dororo to Hyakkimaru","TV",26,7.25,1238
4246,"Eureka Seven: Pocket ga Niji de Ippai","Movie",1,7.25,32514
1534,"Futari wa Precure: Splash☆Star","TV",49,7.25,5384
12419,"Guilty Crown Kiseki: Reassortment","Special",1,7.25,21388
13161,"Hagure Yuusha no Aesthetica","TV",12,7.25,156044
11785,"Haiyore! Nyaruko-san","TV",12,7.25,154595
2264,"Jungle Taitei Movie (1997)","Movie",1,7.25,1771
28869,"Kaitou Joker 2nd Season","TV",13,7.25,2655
16033,"Karneval","OVA",1,7.25,11320
2048,"Kikou Ryohei Mellowlink","OVA",12,7.25,3303
15359,"Kyousou Giga (2012)","ONA",5,7.25,17584
206,"Lodoss-tou Senki: Eiyuu Kishi Den","TV",27,7.25,16288
1417,"Lupin III: Moeyo Zantetsuken!","Special",1,7.25,3456
30014,"Momokuri","ONA",26,7.25,26147
13409,"Moyashimon Returns","TV",11,7.25,16251
3305,"Muteki Koujin Daitarn 3","TV",40,7.25,1270
1732,"Negima!? Natsu Special!?","OVA",1,7.25,12554
459,"One Piece Movie 1","Movie",1,7.25,46455
5440,"Ougon Yuusha Goldran","TV",48,7.25,910
1493,"Project ARMS: The 2nd Chapter","TV",26,7.25,3368
1538,"Pumpkin Scissors","TV",24,7.25,23931
23043,"Re Boot","Music",1,7.25,1544
2543,"Robin Hood no Daibouken","TV",52,7.25,3921
2109,"Rockman.EXE Stream","TV",51,7.25,4161
3868,"Rose of Versailles Movie","Movie",1,7.25,1824
22359,"Sanzoku no Musume Ronja","TV",26,7.25,15236
12823,"Shakugan no Shana III (Final) Specials","Special",2,7.25,13494
3221,"Shakugan no Shana Movie Special","Special",1,7.25,19488
1823,"Shin Hakkenden","TV",26,7.25,2692
19211,"Suisei no Gargantia Specials","Special",2,7.24,25383
8909,"Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials","Special",4,7.25,5067
1133,"Tenchi Muyou! GXP","TV",26,7.25,17943
6548,"Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars","Music",1,7.25,18991
53,"Ai Yori Aoshi","TV",24,7.24,66597
7059,"Black★Rock Shooter (OVA)","OVA",1,7.24,130665
3460,"Bosco Daibouken","TV",26,7.24,699
31145,"Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama","Special",1,7.24,3310
1778,"Dae Jang Geum: Jang Geum&#039;s Dream","TV",26,7.24,1315
12879,"Dantalian no Shoka: Ibarahime","OVA",1,7.24,14079
898,"Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou","Movie",1,7.24,59207
6151,"Final Fantasy VII: On the Way to a Smile - Episode: Denzel","OVA",1,7.24,18795
1179,"Gakuen Senki Muryou","TV",26,7.24,3108
3219,"Gakuen Utopia Manabi Straight! Special","Special",1,7.24,4800
6610,"Ibara no Ou","Movie",1,7.24,38670
3270,"IGPX: Immortal Grand Prix (2005)","TV",13,7.24,11386
3421,"Kodomo no Omocha","OVA",1,7.24,3118
911,"Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu","Movie",1,7.24,3630
25143,"Kono Danshi, Sekika ni Nayandemasu.","OVA",1,7.24,8873
690,"Kyuuketsuhime Miyu (TV)","TV",26,7.24,21550
1164,"Mahou Senshi Louie","TV",24,7.24,12687
872,"Mahou Shoujo-tai Arusu","TV",40,7.24,16571
17717,"Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension","Special",1,7.24,3547
5343,"Monkey Punch: Manga Katsudou Daishashin","TV",12,7.24,746
8917,"Mouretsu Pirates","TV",26,7.24,48245
30771,"Mudai","Music",1,7.24,1242
34034,"Pokemon Sun &amp; Moon","TV",NA,7.23,11030
11841,"Qin Shiming Yue Zhi: Ye Jin Tianming","TV",18,7.24,366
3363,"RD Sennou Chousashitsu","TV",26,7.24,16331
4214,"Rosario to Vampire Capu2","TV",13,7.24,203958
678,"Shadow Skill: Eigi","TV",26,7.24,7977
19117,"Toaru Hikuushi e no Koiuta","TV",13,7.24,53375
2429,"Unico: Mahou no Shima e","Movie",1,7.24,1200
2716,"Urayasu Tekkin Kazoku","TV",33,7.24,923
13171,"Wasurenagumo","Movie",1,7.24,18000
1891,"YAT Anshin! Uchuu Ryokou","TV",50,7.24,887
1246,"Yuugo: Koushounin","TV",13,7.24,6108
8475,"Asura","Movie",1,7.23,16702
24973,"Bokura wa Minna Kawaisou Specials","Special",14,7.23,7292
32313,"Concrete Revolutio: Choujin Gensou - The Last Song","TV",11,7.23,16116
8363,"Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road","Movie",1,7.23,1125
4690,"Cyborg 009 (1979)","TV",50,7.23,3625
2962,"Digimon Adventure 02 Movies","Movie",2,7.23,26543
4200,"Dirty Pair OVA","OVA",10,7.23,2783
2674,"Doraemon Movie 16: Nobita no Sousei Nikki","Movie",1,7.23,864
5670,"GA: Geijutsuka Art Design Class","TV",12,7.23,12825
18411,"Gingitsune","TV",12,7.23,33429
3760,"Grimm Douwa: Kin no Tori","Movie",1,7.23,405
13561,"Guilty Crown: 4-koma Gekijou","Special",11,7.23,13053
3121,"Kodomo no Jikan OVA","OVA",3,7.23,20376
1397,"Macross 7","TV",49,7.23,15420
2459,"Maison Ikkoku: Ikkokujima Nanpa Shimatsuki","OVA",1,7.23,2341
1215,"Mobile Suit Gundam Seed C.E.73: Stargazer","ONA",3,7.23,15203
15719,"Oda Nobuna no Yabou Soushuuhen","Special",1,7.23,5965
1565,"Pokemon Diamond &amp; Pearl","TV",191,7.23,48203
31564,"Sansha Sanyou","TV",12,7.23,28423
9055,"Tamayura","OVA",4,7.23,23883
22583,"Uchuu Kyoudai: Number Zero","Movie",1,7.22,2657
842,"Ushio to Tora","OVA",10,7.23,6086
21189,"Wake Up, Girls! Shichinin no Idol","Movie",1,7.23,14420
553,"Yami no Matsuei","TV",13,7.23,34177
482,"Yu☆Gi☆Oh!: Duel Monsters GX","TV",180,7.23,74331
11339,"A-Channel+smile","OVA",2,7.22,13671
16201,"Aku no Hana","TV",13,7.22,86669
3079,"Aoki Ryuusei SPT Layzner","TV",38,7.22,2378
22677,"Appleseed Alpha","Movie",1,7.22,8048
23361,"Bakuman. 3rd Season Specials","Special",2,7.22,6765
1576,"Bakumatsu Kikansetsu Irohanihoheto","ONA",26,7.22,28097
2937,"Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi","Special",1,7.22,10441
4286,"Bonobono (TV)","TV",48,7.22,418
6280,"Cat Shit One","ONA",1,7.22,19762
2199,"Chirin no Suzu","Movie",1,7.22,3344
21797,"Chuunibyou demo Koi ga Shitai! Ren Lite","ONA",6,7.22,31544
8364,"Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys","Movie",1,7.22,1122
424,"Dirty Pair","TV",24,7.22,9131
10948,"Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma no Hibi","Special",1,7.22,3518
5983,"Higepiyo","TV",39,7.22,4427
665,"JoJo no Kimyou na Bouken: Adventure","OVA",7,7.22,20337
29927,"Kaguya-hime","Movie",1,7.22,470
32686,"Keijo!!!!!!!!","TV",12,7.22,83438
4375,"Kyoro-chan","TV",91,7.22,1124
1738,"Muteki Kanban Musume","TV",12,7.22,12409
5200,"Offside (TV)","TV",39,7.22,1232
785,"Otaku no Video","OVA",2,7.22,13885
10822,"Ranma ½: Totteoki Talk Best of Memories","OVA",1,7.22,1996
1601,"Red Garden","TV",22,7.22,27169
5691,"Rekka no Honoo: Final Burning","Special",1,7.22,4083
5199,"Seto no Hanayome Fan Disc","Special",2,7.22,4855
1066,"Shakugan no Shana Specials","Special",4,7.22,27261
566,"Tetsuwan Birdy","OVA",4,7.22,13855
21085,"Witch Craft Works","TV",12,7.22,106381
1543,"Yoake Mae yori Ruriiro na: Crescent Love","TV",12,7.22,22770
